Instance;Time;OF
pmed29.txt;1800.011;4822.0
pmed3.txt;0.219;6612.0
pmed30.txt;1800.006;3385.0
pmed31.txt;1.703;14081.0
pmed32.txt;12.061;12679.0
pmed33.txt;1136.349;7064.0
pmed34.txt;1800.022;4853.0
pmed35.txt;3.41;14256.0
pmed36.txt;14.588;13641.0
pmed37.txt;1607.074;7501.0
pmed38.txt;3.226;15056.0
pmed39.txt;27.789;12680.0
pmed4.txt;1.231;4856.0
pmed40.txt;1800.025;7521.0
pmed5.txt;2.303;2420.0
pmed6.txt;0.091;11150.0
pmed7.txt;0.9;8245.0
pmed8.txt;5.398;6819.0
pmed9.txt;16.256;4541.0
